ID	LABEL	SubClass Of	ID	LABEL	SubClass Of
MOP:0005178	C-N-acetyl-D-galactosaminylation	N-acetyl-D-galactosaminylation			
MOP:0005179	C-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminylation	alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminylation			
MOP:0005180	C-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation	alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation			
MOP:0005181	C-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation	alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation			
MOP:0005182	C-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation	beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation			
MOP:0005183	C-beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation	beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation			
MOP:0005184	C-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation	beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation			
MOP:0005185	C-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation	beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation			
MOP:0005186	C-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation	N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation			
MOP:0005187	C-N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminylation	N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminylation			
MOP:0005188	C-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminylation	N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminylation			
MOP:0005189	C-glucosaminylation	glucosaminylation			
MOP:0005190	C-N-acetyl-D-glucosaminylation	N-acetyl-D-glucosaminylation			
MOP:0005191	C-1,3-beta-D-galactosyl-(1,4-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation	1,3-beta-D-galactosyl-(1,4-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation			
MOP:0005192	C-3-O-beta-D-galactosyl-N-acetyl-D-glucosaminylation	3-O-beta-D-galactosyl-N-acetyl-D-glucosaminylation			
MOP:0005193	C-1,4-beta-D-galactosyl-(1,3-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation	1,4-beta-D-galactosyl-(1,3-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation			
MOP:0005194	C-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0005195	C-alpha-D-galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	alpha-D-galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0005196	C-alpha-D-galactosyl-beta-1,3-D-galactosyl-beta-1,4-N-acetyl-D-glucosaminylation	alpha-D-galactosyl-beta-1,3-D-galactosyl-beta-1,4-N-acetyl-D-glucosaminylation			
MOP:0005197	C-beta-D-galactosyl-(1,4)-N-acetyl-D-glucosaminylation	beta-D-galactosyl-(1,4)-N-acetyl-D-glucosaminylation			
MOP:0005198	C-N-acetyl-beta-D-glucosaminyl-1,2-(N-acetyl-beta-D-glucosaminyl-1,6)-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,2-(N-acetyl-beta-D-glucosaminyl-1,6)-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation			
MOP:0005199	C-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl,1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl,1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation			
MOP:0005200	C-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation			
MOP:0005201	C-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation			
MOP:0005202	C-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0005203	C-N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0005204	C-iduronosylation	iduronosylation			
MOP:0005205	C-5'-inosinylation	5'-inosinylation			
MOP:0005206	C-mannosylation	mannosylation			
MOP:0005207	C-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation	(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation			
MOP:0005208	C-alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation	alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation			
MOP:0005209					
MOP:0005210	C-alpha-mannosylation	alpha-mannosylation			
MOP:0005211	C-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation			
MOP:0005212	C-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation			
MOP:0005213	C-N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation			
MOP:0005214	C-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation			
MOP:0005215	C-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation			
MOP:0005216	C-alpha-D-mannosyl-(1->3)-beta-D-mannosylation	alpha-D-mannosyl-(1->3)-beta-D-mannosylation			
MOP:0005217	C-neuraminosylation	neuraminosylation			
MOP:0005218	C-neuraminoylation	neuraminoylation			
MOP:0005219	C-ribosylation	ribosylation			
MOP:0005220	C-adenosinediphosphoribosylation	adenosinediphosphoribosylation			
MOP:0005221					
MOP:0005222	C-2-deoxyribosylation	2-deoxyribosylation			
MOP:0005223	C-sialosylation	sialosylation			
MOP:0005224	C-hemicystylation	hemicystylation			
MOP:0005225	C-mevalonoylation	mevalonoylation			
MOP:0005226	C-montanoylation	montanoylation			
MOP:0005227	C-muramylation	muramylation			
MOP:0005228	C-nucleotidylation	nucleotidylation			
MOP:0005229	C-5'-adenylylation	5'-adenylylation			
MOP:0005230	C-5'-cytidylylation	5'-cytidylylation			
MOP:0005231	C-5'-thymidylylation	5'-thymidylylation			
MOP:0005232	C-5'-uridylylation	5'-uridylylation			
MOP:0005233	C-5'-guanylylation	5'-guanylylation			
MOP:0005234	C-5'-ribothymidylylation	5'-ribothymidylylation			
MOP:0005235	C-5'-inosinylylation	5'-inosinylylation			
MOP:0005236	C-pantothenylation	pantothenylation			
MOP:0005237	C-pantoylation	pantoylation			
MOP:0005238	C-peptidylation	peptidylation			
MOP:0005239	C-phthalylation	phthalylation			
MOP:0005240	C-propionylation	propionylation			
MOP:0005241	C-pyruvoylation	pyruvoylation			
MOP:0005242	C-retinoylation	retinoylation			
MOP:0005243	C-sialoylation	sialoylation			
MOP:0005244	C-3-carboxypropanoylation	3-carboxypropanoylation			
MOP:0005245	C-trienoylation	trienoylation			
MOP:0005246	C-anilinocarbonylation	anilinocarbonylation			
MOP:0005247	C-pteroylation	pteroylation			
MOP:0005248	C-3-carboxyprop-2-enoylation	3-carboxyprop-2-enoylation			
MOP:0005249	C-(Z)-3-carboxyprop-2-enoylation	(Z)-3-carboxyprop-2-enoylation			
MOP:0005250	C-(E)-3-carboxyprop-2-enoylation	(E)-3-carboxyprop-2-enoylation			
MOP:0005251	C-2,6-dichlorobenzoylation	2,6-dichlorobenzoylation			
MOP:0005252	C-alpha-muramylation	alpha-muramylation			
MOP:0005253	C-beta-muramylation	beta-muramylation			
MOP:0005254	C-dihydrolipoylation	dihydrolipoylation			
MOP:0005255	C-sinapoylation	sinapoylation			
MOP:0005256	C-carboxyacetylation	carboxyacetylation			
MOP:0005257	C-divalent carboacylation	divalent carboacylation			
MOP:0005258	C-aspartoylation	aspartoylation			
MOP:0005259	C-L-aspartoylation	L-aspartoylation			
MOP:0005260	C-D-aspartoylation	D-aspartoylation			
MOP:0005261	C-citraconoylation	citraconoylation			
MOP:0005262	C-glutamoylation	glutamoylation			
MOP:0005263	C-D-glutamoylation	D-glutamoylation			
MOP:0005264	C-L-glutamoylation	L-glutamoylation			
MOP:0005265	C-maloylation	maloylation			
MOP:0005266	C-phthaloylation	phthaloylation			
MOP:0005267	C-succinylation	succinylation			
MOP:0005268	C-butenedioylation	butenedioylation			
MOP:0005269	C-fumaroylation	fumaroylation			
MOP:0005270	C-maleoylation	maleoylation			
MOP:0005271	C-hexanedioylation	hexanedioylation			
MOP:0005272	C-malonylation	malonylation			
MOP:0005273	C-ornithylation	ornithylation			
MOP:0005274	C-L-ornithylation	L-ornithylation			
MOP:0005275	C-half-cystylation	half-cystylation			
MOP:0005276	C-L-tyrosin-O(4)-ylation	L-tyrosin-O(4)-ylation			
MOP:0005277	C-L-threonin-O(3)-ylation	L-threonin-O(3)-ylation			
MOP:0005278	C-D-tyrosin-O(4)-ylation	D-tyrosin-O(4)-ylation			
MOP:0005279	C-D-threonin-O(3)-ylation	D-threonin-O(3)-ylation			
MOP:0005280	C-tyrosin-O(4)-ylation	tyrosin-O(4)-ylation			
MOP:0005281	C-threonin-O(3)-ylation	threonin-O(3)-ylation			
MOP:0005282	C-oxalylation	oxalylation			
MOP:0005283	C-fumagillin-2-ylation	fumagillin-2-ylation			
MOP:0005284	C-acetoacetylation	acetoacetylation			
MOP:0005285	C-alpha-linolenoylation	alpha-linolenoylation			
MOP:0005286	C-gamma-linolenoylation	gamma-linolenoylation			
MOP:0005287	C-carbamimidoylation	carbamimidoylation			
MOP:0005288	C-formimidoylation	formimidoylation			
MOP:0005289	C-trifluoroacetylation	trifluoroacetylation			
MOP:0005290	C-carboxymethylation	carboxymethylation			
MOP:0005291	C-methylenecarbonylation	methylenecarbonylation			
MOP:0005292	C-N-hydroxyacetimidoylation	N-hydroxyacetimidoylation			
MOP:0005293	C-acryloylation	acryloylation			
MOP:0005294	C-tert-butoxycarbonylation	tert-butoxycarbonylation			
MOP:0005295	C-sulfanediylation	sulfanediylation			
MOP:0005296	C-phenylsulfanylation	phenylsulfanylation			
MOP:0005297	C-methylsulfanylation	methylsulfanylation			
MOP:0005298	C-sulfaniumylation	sulfaniumylation			
MOP:0005299	C-disulfanidylation	disulfanidylation			
MOP:0005300	C-disulfanediylation	disulfanediylation			
MOP:0005301	C-disulfanylation	disulfanylation			
MOP:0005302	C-tetrasulfanylation	tetrasulfanylation			
MOP:0005303	C-tetrasulfanediylation	tetrasulfanediylation			
MOP:0005304	C-trisulfanylation	trisulfanylation			
MOP:0005305	C-trisulfanediylation	trisulfanediylation			
MOP:0005306	C-pentasulfanylation	pentasulfanylation			
MOP:0005307	C-diselanylation	diselanylation			
MOP:0005308	C-tellanylation	tellanylation			
MOP:0005309	C-tellanediylation	tellanediylation			
MOP:0005310	C-tellaniumylation	tellaniumylation			
MOP:0005311	C-ditellanylation	ditellanylation			
MOP:0005312	C-amidylation	amidylation			
MOP:0005313	C-azanediylation	azanediylation			
MOP:0005314	C-2-aminoethylation	2-aminoethylation			
MOP:0005315	C-4-aminobutylation	4-aminobutylation			
MOP:0005316	C-azanetriylation	azanetriylation			
MOP:0005317	C-hydrazine-1,2-diylation	hydrazine-1,2-diylation			
MOP:0005318	C-diazyn-1-ium-1-ylation	diazyn-1-ium-1-ylation			
MOP:0005319	C-phosphanetriylation	phosphanetriylation			
MOP:0005320	C-phosphanediylation	phosphanediylation			
MOP:0005321	C-phosphanylation	phosphanylation			
MOP:0005322	C-lambda(5)-phosphanylation	lambda(5)-phosphanylation			
MOP:0005323	C-phosphaniumylation	phosphaniumylation			
MOP:0005324	C-arsanylation	arsanylation			
MOP:0005325	C-arsanediylation	arsanediylation			
MOP:0005326	C-arsanetriylation	arsanetriylation			
MOP:0005327	C-arsaniumylation	arsaniumylation			
MOP:0005328	C-lambda(5)-arsanylation	lambda(5)-arsanylation			
MOP:0005329	C-stibaniumylation	stibaniumylation			
MOP:0005330	C-lambda(5)-stibanylation	lambda(5)-stibanylation			
MOP:0005331	C-boranylation	boranylation			
MOP:0005332	C-boranetriylation	boranetriylation			
MOP:0005333	C-boranediylation	boranediylation			
MOP:0005334	C-boranuidylation	boranuidylation			
MOP:0005335	C-germylation	germylation			
MOP:0005336	C-germanediylation	germanediylation			
MOP:0005337	C-germanetetraylation	germanetetraylation			
MOP:0005338	C-germanetriylation	germanetriylation			
MOP:0005339	C-silylation	silylation			
MOP:0005340	C-silanediylation	silanediylation			
MOP:0005341	C-silanetriylation	silanetriylation			
MOP:0005342	C-silanetetraylation	silanetetraylation			
MOP:0005343	C-disilanylation	disilanylation			
MOP:0005344	C-alumanylation	alumanylation			
MOP:0005345	C-stannylation	stannylation			
MOP:0005346	C-stannanetriylation	stannanetriylation			
MOP:0005347	C-plumbanetriylation	plumbanetriylation			
MOP:0005348	C-plumbylation	plumbylation			
MOP:0005349	C-gallanylation	gallanylation			
MOP:0005350	C-indiganylation	indiganylation			
MOP:0005351	C-thallanylation	thallanylation			
MOP:0005352	C-phosphatidylation	phosphatidylation			
MOP:0005353	C-nucleosidylation	nucleosidylation			
MOP:0005354	C-guanosylation	guanosylation			
MOP:0005355	C-inosylation	inosylation			
MOP:0005356	C-thymidylation	thymidylation			
MOP:0005357	C-adenosylation	adenosylation			
MOP:0005358	C-5'-adenosylation	5'-adenosylation			
MOP:0005359	C-uridylation	uridylation			
MOP:0005360	C-cytidylation	cytidylation			
MOP:0005361	C-dolichylation	dolichylation			
MOP:0005362	C-2-trans,6-trans-farnesylation	2-trans,6-trans-farnesylation			
MOP:0005363	C-margarylation	margarylation			
MOP:0005364	C-methylation	methylation			
MOP:0005365	C-methanetetraylation	methanetetraylation			
MOP:0005366	C-methanetriylation	methanetriylation			
MOP:0005367	C-trichloromethylation	trichloromethylation			
MOP:0005368	C-trifluoromethylation	trifluoromethylation			
MOP:0005369	C-alkylation	alkylation			
MOP:0005370	C-butylation	butylation			
MOP:0005371	C-cerylation	cerylation			
MOP:0005372	C-decylation	decylation			
MOP:0005373	C-dodecylation	dodecylation			
MOP:0005374	C-heptylation	heptylation			
MOP:0005375	C-hexylation	hexylation			
MOP:0005376	C-myricylation	myricylation			
MOP:0005377	C-myristylation	myristylation			
MOP:0005378	C-nonylation	nonylation			
MOP:0005379	C-octylation	octylation			
MOP:0005380	C-palmitylation	palmitylation			
MOP:0005381	C-pentylation	pentylation			
MOP:0005382	C-propylation	propylation			
MOP:0005383	C-stearylation	stearylation			
MOP:0005384	C-isopropylation	isopropylation			
MOP:0005385	C-ethylation	ethylation			
MOP:0005386	C-isobutylation	isobutylation			
MOP:0005387	C-pentan-2-ylation	pentan-2-ylation			
MOP:0005388	C-isopentylation	isopentylation			
MOP:0005389	C-3-methylbutan-2-ylation	3-methylbutan-2-ylation			
MOP:0005390	C-tert-pentylation	tert-pentylation			
MOP:0005391	C-neopentylation	neopentylation			
MOP:0005392	C-undecylation	undecylation			
MOP:0005393	C-tridecylation	tridecylation			
MOP:0005394	C-pentadecylation	pentadecylation			
MOP:0005395	C-nonadecylation	nonadecylation			
MOP:0005396	C-arachidylation	arachidylation			
MOP:0005397	C-henicosylation	henicosylation			
MOP:0005398	C-behenylation	behenylation			
MOP:0005399	C-tricosylation	tricosylation			
MOP:0005400	C-lignocerylation	lignocerylation			
MOP:0005401	C-pentacosylation	pentacosylation			
MOP:0005402	C-heptacosylation	heptacosylation			
MOP:0005403	C-montanylation	montanylation			
MOP:0005404	C-nonacosylation	nonacosylation			
MOP:0005405	C-sec-butylation	sec-butylation			
MOP:0005406	C-tert-butylation	tert-butylation			
MOP:0005407	C-pentan-3-ylation	pentan-3-ylation			
MOP:0005408	C-2-chloroethylation	2-chloroethylation			
MOP:0005409	C-1-chloroethylation	1-chloroethylation			
MOP:0005410	C-hydrocarbylation	hydrocarbylation			
MOP:0005411	C-arylation	arylation			
MOP:0005412	C-phenylation	phenylation			
MOP:0005413	C-biphenyl-4-ylation	biphenyl-4-ylation			
MOP:0005414	C-naphthylation	naphthylation			
MOP:0005415	C-1-naphthylation	1-naphthylation			
MOP:0005416	C-2-naphthylation	2-naphthylation			
MOP:0005417	C-cycloalkylation	cycloalkylation			
MOP:0005418	C-cyclobutylation	cyclobutylation			
MOP:0005419	C-cyclopropylation	cyclopropylation			
MOP:0005420	C-alkenylation	alkenylation			
MOP:0005421	C-oleylation	oleylation			
MOP:0005422	C-allylation	allylation			
MOP:0005423	C-isopropenylation	isopropenylation			
MOP:0005424	C-vinylation	vinylation			
MOP:0005425	C-prenylation	prenylation			
MOP:0005426	C-phytylation	phytylation			
MOP:0005427					
MOP:0005428	C-polyprenylation	polyprenylation			
MOP:0005429	C-farnesylation	farnesylation			
MOP:0005430	C-geranylation	geranylation			
MOP:0005431	C-geranylgeranylation	geranylgeranylation			
MOP:0005432	C-retinylation	retinylation			
MOP:0005433	C-adamantan-2-ylation	adamantan-2-ylation			
MOP:0005434	C-cycloalkenylation	cycloalkenylation			
MOP:0005435	C-campholenic cyclohexenylation	campholenic cyclohexenylation			
MOP:0005436	C-cyclopentadienylation	cyclopentadienylation			
MOP:0005437	C-eta(5)-cyclopentadienylation	eta(5)-cyclopentadienylation			
MOP:0005438	C-eta(1)-cyclopentadienylation	eta(1)-cyclopentadienylation			
MOP:0005439	C-ethene-1,2-diylation	ethene-1,2-diylation			
MOP:0005440	C-arachidonylation	arachidonylation			
MOP:0005441	C-benzylation	benzylation			
MOP:0005442	C-anthracen-1-ylation	anthracen-1-ylation			
MOP:0005443	C-anthracen-2-ylation	anthracen-2-ylation			
MOP:0005444	C-imidazolylation	imidazolylation			
MOP:0005445	C-imidazol-1-ylation	imidazol-1-ylation			
MOP:0005446	C-imidazol-2-ylation	imidazol-2-ylation			
MOP:0005447	C-imidazol-5-ylation	imidazol-5-ylation			
MOP:0005448	C-imidazol-4-ylation	imidazol-4-ylation			
MOP:0005449	C-furylation	furylation			
MOP:0005450	C-2-furylation	2-furylation			
MOP:0005451	C-3-furylation	3-furylation			
MOP:0005452	C-thienylation	thienylation			
MOP:0005453	C-2-thienylation	2-thienylation			
MOP:0005454	C-3-thienylation	3-thienylation			
MOP:0005455	C-adenin-9-ylation	adenin-9-ylation			
MOP:0005456	C-guanin-9-ylation	guanin-9-ylation			
